id,aggression,offense,codemixed,tweet
6070,1,0,0,"Renee condones inflation, open borders, huge taxes on Americans for more wasteful spending like inflation reduction act installing $20 million in heated sidewalks for a downtown small town where 80% of stores closed residents outraged but it's about a push for Marxist rule. "
8272,2,0,0,Crimes of pak army in waziristan and gilgit baltistan. Very soon they will face the might of their indian enemies. 
5040,2,1,0,The courts want to ignore it. No judge is brave enough to stand up to what would become a public lynching. The press and the entire left establishment would explode and the republicans are too scare to stand up for it. 
117,2,0,0,"Judiciary is in human ruthless, dont have coomon sense and judicial ethics they believe the tyrant, corrupt govt mashinary. 70 % undertrials and convicts in jail across india r innocent.guys who themself should be in jail are haraasing ,threatening n putting the innocent in jail. "
5519,1,0,0,"Ahead of a potential general election, it’s depressing to hear Labour championing a points-based immigration system. 

Migrants are human beings, not candidates to be scored. "
4533,1,0,0,Honestly ‘boys covering for boys’ always felt like the vibe of the whole company. It just got to the point where they couldn’t excuse things like rape and gun threats and losing $$$$$$$. I’m still convinced they only got rid of Ryan because it became public. 
3322,0,1,0,"The problem is not secular, the problem started with politics of secularism, which was a veiled reference to Muslim votes. "
7531,0,0,0,"1982 test match at Calcutta,GRViswanath was captain,went out to toss,before he could look,Asif Iqbal opposing captain picked coin up saying ""you won"",till date GRV is puzzled,,Sharjah days started after that,,why do you think all our politicians irrespective jostling to run BCCI? "
1488,2,1,0,"Been to India many times and I have never seen such desperate people in my whole life. Millions of people live in squalor, open defecation, malnutrition is rampant, and on and on. 

A few Indians are in top positions, yet hundreds of millions go to sleep every night starving. "
262,1,0,0,These are not the right people to get opinions from? What's the matter with you NDTV?? Is there a dearth in learned individuals well informed about farmer's bill from whom an interview could be solicited? 
2178,0,1,0,"Sykot bhai we are not like ISIS if we we were even 10% like ISIS then there wouldn't have been 250M Muslims in India,if we were even 10%like ISIS then we wouldn't had to wait for ram temple for 500 years, there wouldn't be any partition love jihad riots if were even 10% like ISIS "
4905,1,1,0,"So wheres the evidence of muslims and indians ""lynching"" every week--let me guess the gay frogs did it huh? Vax is safe, those elites are not pedos, the NWO isnt a thing. Hopefully after 2030 youll do some soul searching "
548,0,0,0,"This situation is called Urban Flood Emergency, it happens all over the world,,  No doubt Concerned Departments must Doing efforts to bring situation Normal with Limited Resources,,,  please don’t Jeopardise the situation, "
5715,2,1,0,How can Nigerians forget so soon what this government did to us during covid-19? They hid food supposed be to Nigerians leaving is to die in hunger. You support APC? You must be heartless. 
4550,1,0,0,If “just saying no” was that easy we wouldn’t have so many victims of rape sir. Your logic is highly flawed. 
741,2,1,0,Who are the large population of undertrials in jails? Non-brahmins. Our judiciary follows  Manu Smiriti. Manu Smiritis  made large population of undertrials in jails. Punishment of killing to Brahmin is tonsure his hair; for others is capital punishment. This is Hindu Law. 
2996,2,1,0,"BONUS #2

Thanks to Hara-kiri (masterstroke & surgical strike- Demonetisation, GST, Digital India etc) reforms, India is the ONLY Country in the World to have sought aid and support to overcome the COVID wave. Not just from 1 or 2 Countries but from more than 52 Countries. "
1065,2,1,0,"M.S. Golwalkar said in his 1966 book Bunch of Thoughts that Tricolour was ‘not inspired by any national vision’.
He never respected Tiranga.
Tiranga Virodhi RSS "
2861,0,0,0,"Chidambaram: All this is a part of the decision making process. Did you apply your mind? 

26 (2) does not give you power to wholesale demonetisation. If you want to do all series of a denomination, you then need a legislation. #SupremeCourt #Demonetisation "
779,2,1,0,"First go and study in a decent school don't be a hate mangoes.

In absolute terms, a total 3.71 lakh undertrials were lodged in prisons all over India towards 2020 year-end These include 2.49 lakh Hindus, 72,790 Muslims, 13,163 Sikhs, 8284  BB & 2250 'others', as per NCRB data. "
3261,0,0,0,"In the latest Dismal -0.8% IIP data you tried to defend the govt .You defended demonetisation, Flawed gst implementation, the pricing policy of the govt on  petrol & diesel & always criticize congress govt. "
5907,1,0,0,"Funny fact. Majority of Governors are Republican, hence in a nationwide "" lockdown"" majority would be Republican. The most draconian lock downs were in Democrat controlled states and were maintained longer in Democrat controlled states. "
179,1,0,0,"Unlike many other jurisdictions, the bill does not limit indexing of DNA profiles of convicted offenders, undertrials or suspects based on type of offences, need for a prima facie case, or even institution of formal charges. "
3340,0,0,0,No they can't. Secularism is a view of the world incompatible with that. 
2035,1,1,0,Wasn't one of the goals of the imbecilic demonetisation to eliminate fake currency?!! Coming on top of confiscation of 000s of crores of illegal drugs from Gujarat (pvt) ports it's quite a fascinating model that Vishwa Guru has been espousing 
4758,2,1,0,"Inflation is a world wide problem not just a U.S. problem FFS. GQP the party of liars, hypocrites, traitors, fascists, insurrectionists, seditionists and obstructionists "
3595,2,0,0,Oh my God I'm so happy that Prof. GN Saibaba is finally going to be out of jail but sad at the same time that so many of his years were lost due to draconian laws like UAPA — where the State can incarcerate you for years without any substantial evidence. 
4462,0,0,0,"Rasmussen Reports survey found that 89% of likely U.S. voters are concerned about inflation, including 64% who are ""very concerned."" "
3787,2,1,0,Then why mob if chanting jai shri ram is given police protection and mob Chanting anything else will have houses demolished and uapa charges applied 
5671,1,0,0,Hopefully it's 20 and they realize how bad they fucked up in court trying to troll the furriez 
7537,2,0,0,"Except indian matches , the other teams are thinking whether bcci has some set up with the rain gods .... "
7098,0,0,0,Don't say that; he'll change the country the way he changed IPL franchises. 
7649,0,0,0,"You are our friend, Invite you to IPL "
4718,2,0,0,"Lynching if Aqlak, Lynching in the name of Cow, lynching in the name of Love jihad, lynching in the name of attires, etc etc etc doesn’t annoys you!! "
1644,0,0,0,@USER has finally launched a new website. They just forgot to update the content 
7367,0,0,0,so cute 
4515,0,0,0,"35) The last 20 years have seen the cost of medical care increase about 70% faster than the rate of general inflation as measured by the Consumer Price Index (CPI), according to the Research Division of the Federal Reserve Bank of St. Louis. "
6054,1,0,0,"LOL the 8th circuit is like, ""Yo, dawg. This is stupid and pointless. We're not going to allow the US govt to pay off the loans of *checks notes* 16 federal loanees."" "
5265,1,1,0,"ntm things like modesty and wearing the hijab r chosen to do by women in islam bc it makes us feel powerful and good abt ourselves, we don’t HAVE to we CHOOSE to and we love ourselves and when we do, and as for honour killings they are NOT ISLAMIC ! "
4524,1,0,0,"If she'd have done this a few years ago (when global interest rates were not rising and inflation was much lower) do you think she'd have got away with it? At the end of the day, even @USER is claiming that 80% of the mortage rate increases we will experience by 2024... "
1871,0,0,0,"It's beneficial to know more about isro,their missions and new Inventions. "
2542,1,0,0,"Did black money throw into rivers after demonetisation as suggested by Modi? >99% of money in old currency returned, does this mean there was no black money in the system? "
4257,1,0,0,"After the demonetisation of the BJP, the big five star offices became big, where did that money come from? "
6244,1,0,0,Victim card played well continue doing it you will grow well 
4842,1,0,0,"Vote for Yesli Vega in the 7th District if you are tired of 40 year high inflation, soaring crime and the invasion at our Southern Border. "
5093,2,1,0,"I'd like her to cite one instance of a lynching of a white person in the last 100 years and then justify that it's actually race-based.

Oh wait, she can't. Because it's either nonexistent or not a trend of specifically motivated behavior. "
4735,2,1,0,"Inflation, gas, crime, and homelessness has quadrupled under your Administration! Why? Glancing at my retirement account and your destroying that too! The worst President ever! That is your legacy! "
1367,0,0,0,What are the laws to protect men in case of wife forcing unwilling husband into sexual intercourse ? #MaritalRape 
1758,0,0,0,"""Meaning of rape must be held to include ""marital rape"" for the purpose of the Medical Termination of Pregnancy Act and Rules. "" 
I'm a feminist, but I think we still need to talk about the difficulty of enforcing this law and the fairness of it, for women and men. #MaritalRape "
4929,1,0,0,The Brahmin in him cannot help but demean a Dalit 
2528,2,1,0,"Don't defend bjp. Bjp has been in power at the centre since 8 yrs, beef ban, Demonetisation,triple talaq, love jihad has been all have found substance during bjp rule but getting back black money & persecution of hate speech specialist akbaruddin owaisi has missed attention. "
3864,1,0,0,What else.. to keep public distracted from basic ground issues increased by the same demonetisation itself. 
6215,0,0,0,"We cannot call one of ours as Dalit Muslims.
If it happens it’s a grave mistake and Allah may punish us.
It’s our community to help all our folks.
Not to call them and be complicit with the apartheid caste system which islam bans fully, any kind of discrimination. "
3690,0,0,0,"I went through marital rape in the early 2010s, and was told by my divorce lawyer i’d be very unlikely to win a marital rape case on criminal charges because of the laws. She wasn’t being condescending or disbelieving, she was being factual based on the laws. It’s sad. "
507,0,0,0,A Urban Flood Advisory has been issued for Allen County. Many areas have already received 3 to 4 inches. We will continue to see an inch an hour through 11 am. Low some areas may experience flash flooding this morning. 
4745,2,0,0,"We have been paying attention to out of control inflation, the loss of the value of our money,  the invasion of our country,  the sexualization and mutilation of children.  The two pronged justice system.  The imprisonment of patriots.  

Control
Ur
Negative
Thoughts "
1534,0,0,0,We recently completed a campaign against open defecation in a community in Moro local government area of kwara state. We were able to build them a toilet facility and you can’t imagine how grateful these people were. Sometimes people want to adopt best practices but poverty… 
2571,2,1,0,"After u become the #PrimeM inister FYI  these things have happened ...demonetisation wherein scores of small businesses closed down & lakhs became #unemployed , muddled #GST , draconian #farm laws were introduced only to b taken back after strident protests & loss of life!(1/2) "
7351,0,0,0,"If not IPL, then surely they will get contract for overseas IPL teams "
4734,2,0,0,"@USER lies #GOPLies w/o any idea what to do nor an attempt to help! Nor acknowledgement   of any responsibility
Biden lowered the deficit form @USER Trump highs!
Inflation is  world wide due to pandemic and war.

It is less severe here than elsewhere "
799,1,1,0,What about the hundreds of innocents who can't afford a lawyer or get access to legal aid. The thousands of undertrials who have spent years in jails not knowing what the future holds for them. Our judiciary system is a failure that no one wants to address. 
1133,2,1,0,"How do they so easily sideline the plans of RSS that now is ruling India. When the Golwalkar said, Hindus don’t waste your energy fighting British, save it to fight internal enemies, Muslims. "
784,2,1,0,"Prisons are meant for convicts,while our prisons hold majority of undertrials. Convicts are given bail on health grounds to lead a comfortable life in a hospital at our expense. Lallu yadav convicted in 5 cases is out of prison more often,than in prison "
3353,0,0,0,Justice Dhulia is the biggest hope amid this rapidly corroding essentials of secularism in India—Ali Khamenei and Mullah Baradar 
683,0,0,0,"Crores of undertrials waiting for bail..
But proffessor gets in hotseat for a person who lines her view point "
7390,0,0,0,Long due. But better late than never. 
846,2,0,0,"Who are caught in circumstances and are not natural offenders, are kept with hardened criminals.Inspite of many reports (78th law commisson report and many Supreme Court observations) no one cares about the plight of these undertrials. These circumstances create a very unhuman "
5652,0,0,0,That's what I thought but I wasn't sure. I know jail time is 100% on the table but the length is not something I know offhand. 
3146,0,0,0,"Whatever be it, I disagree with the original tweet that it was a 'spectacular outcome' of demonetisation. It was always going to be a blessing, but not this way. "
3994,1,0,0,"Suffered lot in 8 years demonetisation,gst,inflation,fuel hike,dollar rate,oxygen shortage "
555,1,0,0,"It is raining in Northern Areas, Urban floods in Southern regions i.e Karachi, Balochistan but all the heat & dank has been accumulated in South Punjab "
1333,1,0,0,"I made my Twitter id again 4 this ij jan feb mar when Delhi HC was hearing about Marital rape.making males and boys aware. Now it makes no Sense the government is core feminist , SC is super woke court and the Law will definitely come so its better not to marry. "
1579,1,0,0,"Logo seems copied/inspired from a other space agency.
Kindly get a new logo to a totally distinct "
7862,2,1,0,"Can u plz show those INVISIBLE evidences in that paper of aggreement ?

History is same for me or for u,but if you will claim WHATSAPP FORWARDS are credible history,then you are a joker like modi and his team,so keep cracking jokes while your leader praises NEHRU everywhere. "
5943,0,0,0,I hated lockdown etc but one good point was the brief introduction of table service in pubs 
6485,2,0,0,It's look u r a BJP minded. Let me know why ? Why not Mrs. Indira Gandhi. Do u know about her? Only female PM of India who dared to come out from White House and told American President we r not ur papet and u will control me from here. She boycott the meeting. Modiji never . 
4399,2,1,0,"Excuse me: under you both Prices and Inflation are at record highs, up from record lows.  
Now here is a tweet I can believe Joe actually made, it’s so stupid! "
5119,1,1,0,You’re great parents were there though. They were doing the lynching and the rape 
468,1,1,0,Yes they were screaming for the right of woman to wear a burqa citing religion and that too when schools follow uniform.u fool men can get divorce with triple talaq without concent of wife and that's not other way round. So whom are u fooling? Don't u know this basic thing?? 
4323,2,1,0,"One of them was posting pictures of lynchings in black ppl's replies if they didn't agree the SLOGAN was RACIST and to make a point about how it was just like lynching, and were unironically calling everyone white. Like damn so much anti-blackness! "
6982,0,0,0,Indians are lucky that Russians are not in worldcup. We literally made a fake IPL and gambled them . 
5395,0,0,0,"Oh I know.  I've been to Albania, Kosovo and Muslim cities in Bosnia.  If there weren't minarets on the skyline you wouldn't even know the people there were Muslim since there are no hijabs. "
2313,2,1,0,What about Modi and his antics - he is the only one who can use his mother for self propaganda- make her stand in a q for money during demonetisation. 
4987,2,1,0,@USER Inviting @USER to talk about #antisemitism is like inviting a member of Ku Klux Klan to talk about lynching. 
1487,2,1,0,"After being colonized by Turkish, Portuguese, Arabs and British, Coastal people are still shamelessly practicing Open defecation. "
5719,0,0,0,"Got my 4th COVID19 vaccine yesterday...and I'm still alive!

Protect yourself this winter from an uptick in COVID cases by vaccinating yourself.  It may not prevent you from getting COVID, but it'll reduce the severity of it, which is the key. "
5728,1,0,0,@USER as my MP please don’t back the man who lied to the people and then the house. For Covid-19 bereaved families for justice 
1146,0,0,0,That policy only applies to undertrials arrested for non-violent crimes. 
2039,1,1,0,"Irrespective of outbursts by secular liberals,this approach is need of the hour. Love Jihad and Islamic terror has to be taken head on. "
5993,1,1,0,It sure is and we’re going to purge many of your Marxist comrades from Congress… 
3330,0,1,0,"Again feminist victim card, ""one way secularism"" & women victim card pro @USER "
4220,0,0,0,"Oh dear. 

It most certainly  is not. 

Marital rape is a crime.

Now you know. "
665,2,0,0,"You can see the arrogance in their language and behaviour when they don't even bother to declare their assets....
So many undertrials awaiting a hearing from years but express service for ppl like Zubair. 
Why not spell out the rules for hearing? Why keep it discretionary ? "
7190,0,0,0,Atleast 1 or 2 get a chance to play in ipl 2023 
5252,0,1,0,And you also 
1458,0,1,0,"Yes, I quite agreed saying NO to Marital rape but why the hell married someone who isn't sex freak on seeing u? Like I get on seeing h "
4943,2,0,0,"yeah they are the towns people who decided not to attend the lynching getting their pictures taken, however they did accept the burnt body souvenirs the neighbors brought back. "
4470,0,0,0,Those must benefit from the high inflation 
200,0,0,0,Special Task Force on Flooding/Disaster Management should set up to sensitse the people in rural and urban areas on flood preparedness and prevention. 
7581,0,0,0,Bcci is the best cricket board 
3812,0,0,0,Ok. 
2937,0,0,0,"#SupremeCourt proceeds to go into the decision-making process behind the 2016 #demonetisation policy, asks Centre & RBI to file detailed affidavits. The constitution bench will hear the case next on Nov 9. @USER @USER @USER @USER @USER @USER "
2731,0,0,0,AG: I think the court may have to be slow in getting into the arguments.. now it's at a global level. The moment the court goes into one of the issues it will open up.. #SupremeCourt #Demonetisation 
4546,2,1,0,"You're part of party that:
- Is institutionally racist
- Calls rape victims prostitutes 
- Has run Wales and London into the ground
- Pretends to care about working classes when it doesn't.
- Who's idea of being in touch Is electing a North London lawyer as leader "
2945,2,1,0,"Most of the dcsns taken by the BJP  GOVT were stupid Demonetisation,Farm Laws etc ALL WERE BASICALLY BIG TALKS WITH ZERO CONTENT! . 
IT SHUD B HELD RESPONSIBLE FOR ALL THE CASUALTIES & THE RICHEST PARTY SHUD B ASKED TO PAY CRORES OF RS AS COMPENSATION TO ALL THE AFFECTED FAMILIES "
1384,1,1,0,"#MaritalRape Indians mens are saying all the women wants from a man is making money,really , well then what is dowry system?? Huh?And what is violence on womens?Oh yeah this is all what is going on in India for the past 50 years...So called masculine ideology has to be stopped "
2617,0,0,0,Demonetisation 
1669,0,1,0,"Don't see any problem with Marital rape law, instead of crying men should understand that marriage is not about sex but growing old together, for sex there are brothels anyway. "
807,0,0,0,"Bcas judges are from great judge families.its time NJAC and IJS needs to be implemented. Else such biased
decisions orders will continue, jails flooded with undertrials (judges doing only lip service, lawyers pocketing public money), bench hunting..... "
4660,2,1,0,"more things i despise: rape tag

fuck off with that oml, can i just have bliss for the most part im not ready to die inside over those traumas in fiction "
858,0,0,0,PM: There are so many undertrials who are left in jails without any legal help and remedy. I urge the District Judges to use their position in the District Legal Review Committee and speed up their release from the jails. I hope it will be a success by taking help of legal aid 
3845,0,0,0,"He was involved in Maoist linked violence in which several people died, hence booked under UAPA and convicted by lower court. "
2077,0,1,0,"Wherever happened to M... girls 

How comes they never want to attend garba?

Could this be a love Jihad plot ? "
7228,0,0,0,The leadership ensures that Overton window remains shifted. A term under Rahul Gandhi will undo a lot of good work done. 
11,1,0,0,"I feel her detention, pending chargesheet, itself was wrong. We can't keep undertrials in prisons for years.. it is punishment in itself. Also, Custodial torture in India is difficult to prove, but common.

But, she is a bad choice to be a lawmaker. "
1194,2,1,0,"Manusmriti Chapter 8, Shloka 380 deems that Brahmins should not be hanged or jail for heinous crimes like 'others.'
They should instead be asked to pick up their belongings and leave the village. 
Golwalkar wished that Constitution should be based upon Manusmriti. "
2908,0,0,0,"Justice Ramasubramanian: Curtain was drawn on fake currency. The counterfeit notes could not be brought to be exchanged, to that extent, was it not tackled? Since they could not be passed off? #Demonetisation #SupremeCourtofIndia "
320,0,0,0,"Farmer's bill
Due discussions in Parliament were held and the Bills were passed legally as per the majority votes; they were assented by the President and became Acts. "
5589,2,0,0,"Ja, ANC is failing spectacularly. They have caused a huge immigration crisis that has now spiralled into wanton lawlessness. Unfortunately the xenophobic crusaders will blame the poor migrants who have nothing to do with this crime. Cele and Ramaphosa must account for this mess. "
5742,2,0,0,@USER please don’t back the man who lied to the country and then the people. For Covid-19 bereaved families for justice 
2051,1,1,0,Everything this mass hysteria breaks out in some random violent murder case involving a H girl & M guy couple with a lot of good old Love Jihad alarmism sprinkled over it and then some random counters on 'oh but they (M guys) are 
906,0,0,0,Courts take minimum 10 years to close a simple case.many undertrials are jailed beyond punishment period 
2176,0,1,0,To save you from love jihad 
6995,0,0,0,"age is the only factor which may hinder his chances of an ipl contratc ig. if he had hit this form a couple of years earlier, he was sure to find a jackpot "
2283,0,0,0,"One of the reasons why their open defecation is very inevitable.  When it comes, it comes blowing. "
5388,1,1,0,"How many hijab wearers were killed in the streets this week Jag? 

Since you seem to be the only one who says it, or thinks it, you must have data to back it up right? You clown ass loser "
129,1,0,0,"Aren’t all citizens/ undertrials be treated equally

If @USER believes in equality before law, he shd not have asked for these privileges.

When did @USER leaders ever practice Gandhian principles except preach during elections @USER @USER "
1718,1,1,0,"WEF agenda, destroy family. Judges are supposed to be educated. How can there be 'Marital rape' if it is not recognized as a crime as per law? "
3984,0,0,0,"For people to pay taxes you have to develop the country and focus on the economy rather than divide them on the basis of religion. How are people supposed to pay taxes when they can barely afford food? Black money is also a reason, but I thought demonetisation finished that. "
7715,2,0,0,Lol rcb v csk is not even rivalry. Rivalry means fight between most successful and popular teams which bring viewers. Cak v mi is biggest rivalry in ipl. 
6227,0,0,0,"Mr Prasad declared that he'll not contest Polls coz of the age factor.

In 2017, Srinivas was dropped from cabinet post by Siddu during cabinet reshuffle.

Dropping him frm Cabinet had angered the Dalit communities in 2018 Polls resulting a dent to the Cong in old Mysuru region. "
4843,1,0,0,"Hey democrats, you think we’re gonna let you ruin the country with high inflation, highest crime rate ever,open borders,going from 100% energy independent to buying oil from dictators and others,race issues caused by yourselves dividing the country, high gas prices,food shortages "
58,2,1,0,Yes and given we have lakhs of caes are pending in courts. People r dying as undertrials in jails as their turn never comes. R milord gonna pay for their lives? What is use of following gora tradtion By slave judges? 
2626,1,0,0,Cannot be a bigger scam than demonetisation & electoral bonds 
3304,0,0,0,"There Will Be Blood (2007) is reminiscent of secularism, if you think about it almost. "
1182,0,0,0,"Increasing jail capacities is one area of concern. Inhuman, crammed facilities for undertrials is another. "
4916,2,0,0,"Yes, caste system or Varna it's irrelevant today and need to be abolished, but trouble is that it's Govt of India who is maintaining this, they are the one who are telling who is Dalit, Mahadalit, backward or elite so unless GoI stops this racist system you can't do much.. "
6298,0,0,0,He is a Hindu not a Muslim. 
5521,0,0,0,"At the same time, MOH found that Shanghai Chong Kee — another building firm involved in interior fit-outs — owes salary payments to its migrant workers.

“Both Shanghai Chong Kee and Zhengda Corporation are being investigated for possible offences under the Employment Act.” "
6018,0,0,0,"with a Resource for Communists on Practically Theorizing Change and how to develop/use Theories of Change in your own planning and strategizing:
My local & I spent a lot of time recently thinking through general problems facing our club/our Party/US Communist movement. 1/ "
4294,0,0,0,"Nobodies hyping up anything. It was a silly thing for Gabriel to do. It luckily didn’t cost us this game but could in future games. Nobody is lynching him, he just needs to learn from it. Played very well apart from that moment. "
4384,0,0,0,"Good luck thinking that. R's have absolutely nothing on solutions for anything. They seem to forget that oil is a global commodity., not Biden-controlled. We're producing more each month & are back to winter '20 levels. Inflation began under Trump & kept going up. "
1616,0,0,0,I appreciate your response and glad you took it kindly. Two thumbs up! 
5346,1,0,0,In Iran a 22-year old woman was killed for not wearing her Hijab correctly.  That is what Republicans are going to do to America if they are allowed to be in power in November. Republicans are EXTREME. 
147,1,0,0,"What does age have to do with all this?! There are older undertrials and convicts in jails. In any case he is housed in a luxury hotel, not a damn corrugated sheet barrack !! "
7383,0,0,0,"Yes it's good, but still yearly salary matters "
7150,0,0,0,@USER after seeing performance of #Zimbabwe cricket team they should play in #IPL we seen their quality cricket infront of Australia and Pakistan cricket team 
6338,0,0,0,He's not Muslim 
7728,2,0,0,They don't deserve to play IPL 
4379,0,0,0,What happens to inflation then? 
829,1,0,0,Full marks to SC. Wonder why the same sagacity and  reasoning is not applied to thousands of UAPA NSA detainees and lacs of undertrials languishing in Indian jails. 
7407,0,0,0,How and why? 
3114,0,0,0,"‘perverse reversal of procedure’ under s.26(2) of RBI Act argument against demonetisation is without foundation. If Govt.wishes not to guarantee notes of specific denominations under 26(1) for reasons, RBI’s consequent recommendation for the said demonetisation cannot be faulted "
7502,0,0,0,"Year 2009 

- ODIs - 1198 runs at 70 avg 85 SR 
- Highest in the entire world 
- ICC ODI player of the year 
- Tests - Number one Ranking 
- 369 runs at 92 avg 
- Cap and WK of both ICC ODI and Test teams of the year 
- Good IPL

The only failure for him that year was T20 WC "
5312,0,1,0,He was just hitting on certain points 
223,0,0,0,"Forgot about Corona,  Can any one told about those students who have prepared well but can't attend the exam due to flood, Or due to transportation.? What about their future? @USER narrated well for those who have belong to urban or semi urban areas.... But can't talk cont.. "
7762,2,0,0,Fraud wc ipl can never be like this 
2328,1,0,0,Indians should not laugh at this. Demonetisation is only 5 years old. 
8016,2,0,0,"her liver went wonky which threatened the life of the fetus and we had to do emergency hospital trip with possible emergency c-section. 

TLDR i went nuclear on friend, he withdrew the oia, her liver came right, and we got another 2 weeks before healthy baby delivered. "
284,1,0,0,"Lol they are against the country not the BJP, and tell me what's the problem with new Farmer's Bill?
I mean can you point out some? "
5685,0,0,0,Global uncertainties of recent years such as COVID-19 and the Russo-Ukrainian conflict further underscore the need to ensure substantial food security for our nation. 
6044,0,0,0,Love how almost every John D’Emilio book has essentially the same subtitle 
3870,2,0,0,"Add Demonetisation, Chinese  capture at Ladakh AP, too .be aggressive in bashing them for their failures. Attack is the best defence now. It has reached that point now . "
5585,1,0,0,I thought you would know the difference between refugees and econmic migrants 
2639,2,1,0,…. & imagine you are the same Piddis blithe red the most with demonetisation 
1094,2,0,0,"Happy independence day to all the undertrials roting inside several jails, due to lack of legal aids. "
3187,0,0,0,He mentioned if disrupting.. why u people r not keep calm and social . The police personnel are correct .. if any person is disrupting harmony then it will be treated with UAPA in any circumstances 
3552,1,0,0,"Sex is dependent on each other. To be sure you are not entangled in #maritalrape , get a consent form & both sign. Do this in triplicate every time before sex, give one to PS, one to Women Cell & keep one for ur records. If anyone is ill it can be unequal work, so hospice it is. "
4104,1,0,0,Does Auliya NM talk about demonetisation as a feather in his cap in the recent election speeches!  He has totally stopped talking about demonetisation and so are his cronies including @USER @USER and others!! 
5510,2,0,0,"are they proud that raycism has no meaning anymore?
Webster's is removing it from the dictionary by 2025 "
629,0,0,0,"Credits:

* ""Urban flood risks, impacts, and management in Nigeria"", by Brian Lucas, January 2021.

^ ""A review and critical analysis of the efforts towards urban flood risk management in the Lagos region of Nigeria"", by Ugonna Nkwunonwo, Brian Baily, and Malcolm Whitworth.

4/4. "
2934,0,0,0,"#SupremeCourt proceeds to go into the decision-making process behind the 2016 #demonetisation policy, asks Centre & RBI to file detailed affidavits. 

The constitution bench will hear the case next on Nov 9. "
6101,0,0,0,I'm somehow missing how accumulating ever more mountains of gold during a pandemic and economic hardship for millions is funny. 
231,0,0,0,"According to the @USER , in order to improve health and the environment in Europe, “green and blue spaces” should be favoured, as they “cool cities during heatwaves, alleviate flood waters, reduce noise pollution and support urban biodiversity.” "
7135,0,0,0,"Hate to say this- Ind vs Ned was boring, real exciting match was Zim vs Pak , this guy called Raza is special, hope IPL teams are "
7506,0,0,0,"Year 2016 

This is the only T20 WC that MSD has to be blamed! 

This is the only T20 WC that BCCI shud be cursed for not winning.

Home ground advantage, decent bowling and solid batting line-up.

Messed it up big time with Rahane inclusion in belter semis. Noballs and other .. "
7014,0,0,0,Please ask ipl teams to give ipl contract to the Zimbabwe players . They deserve it @USER 
3084,2,1,0,"9th November, new present on the 6th anniversary of biggest scam of Indian history #fenku#scam#of#india#demonetisation "
7894,2,0,0,“The third-quarter GDP increase was driven almost entirely by a surge in exports”.  Exactly how much of the SPR was sent out of the country?  Biden used our emergency reserves as his own re-election piggy bank.  Unforgivable. 
7884,1,0,0,India lost 1/3 of Kashmir due to poor preparation by Nehru’s govt 
6998,0,0,0,"Thinking the same since yesterday ..

It's like that IPL con with Russians "
3932,0,0,0,"Basant: as far as UAPA is considered, sanctioning authority has to consider whether they are to be prosecuted under this Act. The nature and effect of sanction under 45 UAPA must be seen. In Maharashtra, the head of Prosecution is the sanctioning authority. "
1910,2,0,0,Our govt gave enough time as well. Demonetisation is not bad. But poor planning made it disaster. More than that no results . They made it more easy to accumulate black money by introducing 2000 rs note 
1514,1,1,0,"The fact remains, Nigeria is the capital of open defecation. "
3603,1,0,0,"Meanwhile, MANY old and ailing people, accused under the #UAPA , continue to languish in prisons. Most of them are likely to be acquitted for lack/dubiousness of evidence etc. But in the meantime, how many more times do we want to repeat the tragedy of Stan Swamy & Pandu's deaths? "
6516,1,0,0,"POI is the 1st citizen of the country, the commander-in-chief of the Indian Armed Forces!, Nuclear codes access, 
Pardon capital punishment, Bills passed by the parliament become laws only after POI approval, dissolve parliament. Indira Gandhi got her Emergency with help of POI "
4993,2,0,0,Like an old-time lynching. Fun for the whole family. 
7275,0,0,0,Hope womens team will get more matches in test format 
1356,0,0,0,"Yes #BoycottMarriage pls, Men would be safe from women who wrongly accuse them for marital rape and women would be safe from men who torture them physically and mentally. A win-win. "
7122,0,0,0,"when Ind lost 21 t20, 22 Asia cup badly they trolled us.
When we lose in semis(14,16,15,19 wc)21 test final they enjoy it.
They forget to focus on their team.
They focus on virat and india failure.
Pak deserve this. Always think about PSL > IPL. #T20WorldCup "
4687,2,1,0,Was it the ka phone or dude wanted to rape her and she just rode with him 
4282,2,1,0,The loot of BJP can make volumes of material if proved. Demonetisation n rafale just specimen. It's the BJP style to blame others first of that you are guilty of. Hitler used that method too. 
6012,2,0,0,I heard. He doesn’t conform to their Marxist world order. 
4744,1,0,0,Inflation around the world is in part to the strong US dollar because of the trillions they have printed driving other currencies  down. 
1881,0,1,0,He is the kind of person who will support open defecation also 
2568,1,0,0,"They could have handled demonetisation much well by listening to concerned like RBI, and not decide without proper preparation, if it's so much successful, what's preventing to do round two on 2000/- note now...as most of 1000 notes came back in to the system in 2000 form? "
7748,2,1,0,"One of the most disastrous projects in recent history. The poor folks were left there to die. Nehru stopped the Bengali settlement of Andamans as well. When these people returned to West Bengal, they were slaughtered wholesale by Communists at Marichjhapi. "
5691,0,0,0,I'm not speculating at all. I'm just stating a fact. Let's see if any kids are turned away from school for not having the Covid-19 vaccination come Monday. 
1553,0,0,0,That's not official road map. Its suggestion by scientist. 
1480,0,0,0,Pretty much all except for the open defecation. They certainly are. 
4366,0,0,0,"inflation..or they simply didn't want to spend a lot, i think it's the second thing "
