id,aggression,offense,codemixed,tweet
4184,1,0,1,"It would be interesting to see people who gave country such able and strong PM @USER and HM @USER - land of Sardar Patel ji will get distracted by lies and propaganda of @USER @USER !

Keep the devlopment of Gujarat ongoing else Delhi has nothing! "
4495,1,0,1,"America,Republicans are not the answer to inflation or our Democracy or anything else. Republicans have become extreme in their party. #VoteBlueToSaveDemocracy #VoteBlueForSoManyReasons #VoteBlueIn2022 #VOTE #VoteBlueToSaveAmerica we have the power to effect change #VoteBlue2022 "
4113,1,0,1,"bhai, Covid is not an election matter.
Inflation is, no one can say Petrol, Gas, Diesel are cheaper. 
Even Bhakts run away when asks why China is occupying territories in Ladakh, why Kashmiri Pandits are shot dead, Why Sardar Patel banned RSS??? "
2294,0,0,1,"Open defecation is a problem in Lagos, for Iwaya na canal ppl from the trenches dey shit "
2253,0,1,1,Then ask them to do ghar wapasi is everything is same. Our versions are atleast older and more wise than their single book 
1257,1,0,1,"Savarkar ji's apology letter to the British was not cowardly but was a deliberate act? Thank you for sharing your view, I dislike Savarkar ji as much as I dislike his and Golwalkar ji's idea of Hindutva but this outlook of Dr. Thakar  and yours is interesting, tho very common. "
7320,0,0,1,To Pakistan walo suji hai #PAKvsZIM 
3346,1,1,1,3 shaadi aur 6 bache honge tho govt kidhar se kaam milega ..... Aur aap jaise log tho isko secularism kehte hey ... 
3379,1,1,1,Now what about western media and biased newspapers on V/S  Fake Delhi Model #TharkiKejriwal - SHup secularism 
540,0,0,1,Sir urbanflood morning say barish ki wajah say aya kal. Lekin ap yeh pic aur news kal raat say post kar rahay hain after urbanflood. Link banta nahi 
4069,0,0,1,but ofc course r/freefolk dont believe in marital rape 
3801,2,1,1,"Bhai up mein tera encounter ho jayega, aur agar zinda Bach gaya to uapa, tada, nsa act mein andar ho jayega, jawani jail mein aur budhapa bail mein. Babaji se panga mat le, Kal hi vhp,  rss wale Ghar pe hamla kar denge "
2282,1,0,1,Are bro even Aamir supported demonetisation. I don't agree with that support of Aamir too. 
6251,0,0,1,They were misbehaving with dalit women. So jai bheem taught jai MEEM a lesson 
3485,0,0,1,संघर्ष जितना बड़ा होगा.. जीत भी उतना बड़ी होगी #GGTU_से_वैदिक_कोर्स_हटाओ #मेव_जनजाति_आरक्षण_दो 
4180,2,1,1,"I’m tired of these #Dems4USA blocking me on Twitter. You all want a debate so bad, let’s have one!! Don’t be such a chicken shit little bitch it’s not a good look. #DEMONetisation #DemsDeliver #DemocracyIsOnTheBallot "
5146,0,0,1,"Hey Sardar Patel Police University, Jodhpur( @USER ), thank you for following me "
6501,2,1,1,"Rajiv gandhi was muslim. 
Uski wife Indira Gandhi deemed to be muslim
Ho gaye 2. "
4966,0,0,1,At last @USER had to bow down & select Dalit..they had been neglecting them from quite some time & @USER gave them top political positions.. @USER @USER @USER 
8228,0,0,1,nan 
5206,0,0,1,"How many sought apology or wrote mercy petitions. Well, thats many. Infact INC topped the list of apology seekers as corroborated by Rajmohan Gandhi in his biography on Sardar Patel -- ""Patel: A Life"", page no. 115 ++ "
3184,2,0,1,पर्वेश वर्मा जैसे आतंकी सोच रखने वाले और देश को तोर ने वाली बात करने पे अभी तक फांसी नहीं हुई और न UAPA के तहत ग्रिफ्तारी हुई है क्यों? @USER 
1419,1,1,1,"If #MaritalRape cases are not reported, how do these feminists claim that #MaritalRape is even real? "
6470,2,1,1,"You should read the history. When constitution was drafted the country was not secular, to please a particular community Indira Gandhi made amendments in it to make it secular. Abhi ande se nikala nahi hai. History padh na ki madrassa wala gyan. "
7472,0,0,1,"Zimbabwe Vs Pakistan recorded the peak viewership of 6.6M on Hotstar yesterday.

- Highest ever in 2022 for a non India international match! #crickettwitter #kingkohli #ipl #rohitsharma𓃵 #virat "
1677,0,0,1,"Now chances of my love marriage has increased 
Mummy papa ko convince kar lunga kya pata arrange marriage ke baad #MaritalRape case laga de Vaise hi #dowry ke naam ka risk hai "
3310,2,1,1,"Hindu society take pride by oppressing Muslims Economic Boycott ,Lynching , Bulldozing their House ,Hijab Ban, Filmsy Arrests under UAPA ,Genocide calls
Overseas Friends of BJP want all rights and liberties for self in Foriegn land #Leicester Celeberate #ApartheidIndia "
6704,2,1,1,"He is dead along with Godse 
Both must be having a party in hell "
7617,0,0,1,@USER i am a fan of u from India and Want to see u In @USER ...Goodluck for Future SIKANDAR. 
4955,1,0,1,@USER Delhi main lynching hui hai kuch karengay ??? 
3931,0,0,1,"Basant: (...) gathered in the course of investigation and make a recommendation.

So far as I'm concerned, the state of Maharashtra has done a betrayal with the legislation, because as per the law, it is not about the offences, but the sanction. #UAPA #GNSaibaba #SupremeCourt "
5198,2,1,1,Sindhiya Bharat ka Gaddar vansh hai jisne hamesha Desh ke sath gaddari ki aur talve chatne ke liye kisi ko bhi lahpurush kar sakta hai sardar Patel 
5310,0,1,1,"Wallahi I have so much respect for the hijabis that are calling out how other hijabis have been removing their hijab on social media ""in solidarity"" of the women in Iran. May allah keep you all modest and protect you ameen. As a man, its none of my business but i admire this!!! "
3110,2,1,1,Hope #mialords didn’t lose any money during demonetisation #SupremeCourt 
4706,0,0,1,Muslim dalit? Shoshit aur vanchit v include kr do 
3973,2,1,1,liar ! the court said uapa requires sanction ..basically a procedure not followed !! 
2029,1,1,1,"R u ashamed for any love jihad criminals

R u ashamed when #Sartansejuda gang killed many people in the name of book

Is love Jihad acceptable for you

no more Suitcase dead body cases

No more killing Hindus for not wearing Hijab burka #Hijab #festivals #Garba #Dandiya "
8175,0,0,1,#JusticeForDefenceStudents #वर्दी_दो_या_अर्थी_दो #Agnipath Conduct pending army exam @USER @USER @USER @USER @USER 
8209,1,0,1,there is a issue(corruption/lobbying/taattu) in Indian army top officials 
4226,1,0,1,So so so typical of BJP. They are past masters in appropriating credit to themselves- clearly forgetting that Rajiv Gandhi initiated the computer revolution and IT sector championed it. Just as they appropriating Sardar Patel and Mahatma Gandhi without their ideologies. 
2854,0,0,1,"Chidambaram: If this power exists, such power is unguided and uncanalised and must be struck down. #Demonetisation #SupremeCourtofIndia "
6550,0,0,1,"MMS was Minority PM. Indira Gandhi Minority PM married to khan. Atleast 3/4 president  from minority.
What you want more than.
First you talk hindu CM in j &k , Punjab, meghalay etc.. "
3707,0,0,1,"#BREAKING Supreme Court to have a special sitting on Saturday (tomorrow) at 11 AM to hear the petition filed by Maharashtra Govt challenging the acquittal of Professor GN Saibaba and others in a UAPA Case.

A bench comprising Justice MR Shah and Bela M Trivedi to hear the matter. "
1571,0,0,1,"Still jab koi bada issue aye toh availability chahiye, and isro won't be able to bound a person unless they have a contract with him. Then legal issues pure.

Ye tender ke through karvaya ig. "
5159,1,0,1,Woh kursi jo lohpurush Sardar patel ki thi unse lekar so called Mahatma ji ne Chicha ko de di @USER 
4978,0,0,1,"He is a migrated Dalit from Maharashtra not native Belagavi, he confessed that. "
276,0,0,1,@USER #CNBC_AWAAZ Excellent discussion on Farmer's Bill. Very educating. 
6587,1,1,1,ಅವರ ಹೊಟ್ಟೆ ಪಾಡಿಗೆ ಆ ತಾತ ಏನೋ ತಿನ್ನು ಅಂದ. ಅದನ್ನ ತಿನ್ನ ಬಹುದಲ್ವ 
3962,1,0,1,"""जाति"" से मिला ""आरक्षण"" सबको दिखाई देता है, लेकिन ""जाति"" से मिला ""शोषण"",""भेदभाव"" और ""अत्याचार"" किसी को नहीं दिखता। "
6161,0,0,1,he can't explain... he'll cry about his own issues caused due to his own worthlessness... contrary to the systemic and implicit oppression we face 
7134,2,1,1,C*hutiya Batsman...  IPL khel jaake 
5255,1,1,1,"Are those Indians are living in india ??
most of activists in india are American funded.. all of them
It's same like raising anti hijab movement in iran and all indian activists are supporting it.
Few months back they were supporting hijab in india..they get paid for tweets. "
997,1,1,1,"this week, the Congress challenged the RSS to produce even one photograph of Savarkar or Golwalkar with the tricolour. So far, no such photograph has emerged. #PlasticFreeTiranga "
8168,0,0,1,"Indian Army kahan the bhai, woh toh CTU tha. Aur itna bhi koi khas nahi tha, usse acha toh Khakee dekh lo "
6462,2,1,1,"We had 3 PM of Muslims & 1 of Sikh. Nehru, Indira Gandhi & Rajiv Gandhi were all Muslims though they kept their surname as Gandhi. Changing one's surname does not change their religion. MMS was a Sikh PM. I hope PC & Taroor knows this. Just want to divide the country in religion. "
2668,0,1,1,"It's not as per media but it's the reality. Coz including u, every Indian muslim is essentially a convert. So who so ever converts be it to islam, buddhism or christianity is essentially carrying a Sanatani DNA. So, their coming back is 'Ghar wapasi' n not conversion. "
2502,2,1,1,"Pathetic. Borrowed name. No vision for the country. Objects to everything good happening to country - farm laws, agniveer, demonetisation, and adani s investment. "
5421,1,0,1,Women in Iran are dying for the right NOT to have to wear the hijab. Ginella's wearing the hijab on TV weakens the fight in Iran against  the hijab. She is in fact unwittingly endorsing the violence of the hijab police in Iran. It is the same as as a Jew wearing a swastika. 
3611,0,0,1,Justice Gupta's decision is as expected....his comments during hearings were directing towards his possible judgement. 
2032,0,1,1,Mashaallah andhbhagato ki nind ud gahi love jihad kanoon ki dhaniya ud gahi 
924,2,1,1,Golwalkar as the most important ideologue of the RSS and Hindutva brand of politics forcefully argued for adopting the models of Hitler and Mussolini #RSSQuitIndia 
1007,2,1,1,classes will end in what 10 mins with savarkar was jailed then savarkar wrote mercy petitions then savarkar became Britishers lapdog AND Golwalkar cheated Congress by lying that RSS will respect National Flag and Constitution of India? Pretence ain't acceptance. 
6455,0,1,1,Was Rajiv Gandhi born in Italy or Mrs. Indira Gandhi was born in Italy? 
3109,2,1,1,"देश को डुबो दिया demonetisation ne
15lakh Kab aa rahe hain account me!!!!!!!!!! "
1637,0,0,1,Congratulations To Both... Dr Anil Sir And #ISRO Proud Moment 
973,2,1,1,"Can you give some authentic proof to support your claim? Documents show- It was Savarkar who proposed 2 nation theory. Jinnah got convinced of it after reading Golwalkar's views on Muslims; that after Gandhi Nehru, India will be a Hindu Rashtra & Muslims its 2nd class citizens. "
6846,0,0,1,He is giving audition for IPL... 
6717,1,0,1,"So by your logic bhagat singh , advani , manmohan singh all are from pakistan??? "
6686,0,0,1,अच्छा नहीं चलता है 
5324,0,1,1,People supporting hijab ban are the ones against this ban . Ye thodi regressive hai. Ye to hindu culture hai 
8163,0,0,1,"#ChinarCorps congratulates #Budgam residents, Bashir Ahmad Bhat on being conferred with the Shilp Guru Award & Safdar Ali Mir on his National Award for heritage Sozan Kari embroidery of #Kashmir . @USER @USER @USER "
255,2,0,1,Right Adani Aur Ambani k liye. Why don't PM Called press conference and tell about everything in detail regarding the farmer's bill. Shame on you 6 years gone by and press conference by you. 
3285,2,1,1,Isiliye Hindus ko gaali deta hai! 
4547,0,0,1,nan 
4088,1,0,1,Neither demonetisation helped Indian economy or in black money unearthing!! The politicians converted all their old notes into new notes including @USER and we had to wait in the hot sun for hours to convert 4K rupees!! 
6322,0,0,1,"O #Allah , I seek #refuge in You from a #sadness that will #silently #consume me. #Aamin #Islam #Muslim #Dua #Duaa "
1572,0,0,1,Beautiful 
5525,1,1,1,"Biggest Ghar Wapasi was organised in Dang Distt of Gujarat during Shabari Kumbh under the aegis of Swami Aseemanand whom RSS humiliated then & left him to fend for himself when SoniaG's UPA branded him Saffron terrorist & implicated him in Samjhauta, Mecca Masjid & Ajmer blasts. "
3323,0,0,1,"justify करते है। सरकारें secularism को धता बता कर तुष्टीकरण करके, secular संविधान की धज्जियाँ उड़ाती है। आजादी के बाद ये पाया है हमने जिसमें बहुसंख्यक समाज डरा हुआ है... सनातनी_हिन्दू "
5234,0,1,1,Interesting it’s so bigger than any other unities against hijab 
149,1,0,1,"@USER जेल से बाहर आ गया क्या 
Or tweeting from jail

Is it allowed to undertrials ? "
5693,0,0,1,Isn't it the CDC that decides on the Hep A/Hep B vaccines? MMR? DTaP? Why are you solely focused on COVID-19? Do you REALLY care or are you just trying to score some maga points? #FOH 
4617,2,1,1,"So any dictator that has nukes should be allowed to rape, murder, kidnap, take their neighbor's lands with impunity.  Wasn't that tried in 1937? #RussiaIsATerroristState "
7055,2,1,1,Tera level abhi itna nahi hua k tujhe babar azam reply dy ga tu bus khali ipl khel bhai 
7373,0,0,1,"Replace him with Shikhar Dhawan, that will be much much better choice #KLRahul ko ipl ke orange cap ke lye release kardo "
3641,0,0,1,Aap chaty hy or nadi ko bool rahy ke tu ulta kyu nahi bahati correct 
5730,0,0,1,"Today is a great day to wear a mask! If you stopped wearing a mask, today is a great day to start wearing a mask again! If you've continued to wear a mask, thank you for caring about your health and the health of others! #BringBackMasks #COVIDisAirborne #CovidIsNotOver #COVID19 "
5629,0,0,1,"¡Together And United, VS The Coronavirus #Covid19 To The End! #MexicoGP #AutodromoHermanosRodriguez #ForoSol #Mexico @USER ¡Ready, Set, Go! "
4696,2,1,1,"Anyone who fakes being the victim of racism because he says a rope looks like a lynching noose when he damn well knows what it is...

He loses all credibility "
1793,0,0,1,Guys tweeting 'no country for men' because  SC recognizes #MaritalRape in the context of abortion... irony died a thousand deaths 
2912,1,0,1,"Chidambaram gives the English translation.

Justice VR, laughing: The objective was to catch the rat and not the mountain. #Demonetisation #SupremeCourtofIndia "
2034,2,1,1,Bsdk apni gand ko kyu marwa raha h to yaha par chode me. Aise to tumhare hisab se shrikrishna ne bhi apni umra se badi radhaji ke sath prem kiya tha to ye bhi love jihad h 
389,2,1,1,Where is support for “farmer’s bill” now. Aapko rihana ke jaise paisa nahi mila kya?? 
3765,1,0,1,It is our right to demand adivasi religion colum census 2021. And we are not bonvasi.we are adivasi.we are indigenous people of india. implement tribal religion colum. #g #आदिवासी_जनगणना_कॉलम_दो #आदिवासी_जनगणना_कॉलम_दो 
6672,2,1,1,"Bharat ka pehla terrorist Kaun ??

""NATHURAM GODSE"" "
4058,1,0,1,"Ppl have still not forgotten how they have been treated during demonetisation and Covid . Stood in Q to get own money,walked 1000s kms to reach him,lost jobs/unemployed and surviving on free ration, blessed with mandirs& gomata and waiting  for Achhe Din.Jai Sriram. "
1995,1,0,1,Kyaa matlab student loan ke collateral  mai Modi ji ke demonetisation ke baad waale 15 lakh nahi de sakte 
7344,0,0,1,Gandhi ji ka hi photo Rahna chahiye. 
6632,1,1,1,खाल्ली माती 
1056,2,1,1,Whom u think is real proponent of Aryan race in India ? Golwalkar or Savarkar ?? 
3950,0,0,1,"#आदिवासी हिन्दू नही है!, ना ईसाई है!, ना मुस्लिम है!, ना ही कोई धर्म है!। आदिवासी आदिम समय से धर्मपूर्वी है, प्रकृति प्रेमी है।
जोहार @USER @USER @USER #Adivasi #आदिवासी_जनगणना_कॉलम_दो "
6095,1,1,1,"Lol ""Marxist labour government"" you sound like the right wing press a few years ago trying to falsely terrify the nation about Corbyn. which by the way all the fear mongering has happened, but under Tory rule! #GeneralElectionNow "
869,1,0,1,#SpeedyTrial is most needed move 4 #UnderTrial . Emphasis 2B given 2 #NDPS undertrials since most States use it 4 punishing political opponents as Bail is prohibited in NDPS while trial is deliberately dragged. Supreme Court obserbed we need a new law 4 #Bail . @USER @USER 
1993,1,1,1,"YES, he is allowed because he is not there to hunt Hindu girls aka #LoveJihad . He is there only to participate in the festivities. "
2434,1,0,1,"@USER 03-Oct-2019 — Prime Minister Narendra Modi on October 2, 2019 declared that India was now open-defecation free (ODF) and cited it as a global benchmark.
One more lie of our #gobiji @USER "
2636,0,1,1,"Garv se kaho tum hindu ho, isme koi burai nahi ,agar tumhari saraddha hindu dharm to hindu dharm me ghar wapasi ker lo.. "
73,1,0,1,"Agreed. Major reforms r needed. People travel long distance 2 attend courts only 2 see adjournments. Prisons are overloaded with undertrials.
Shortage of judges can be overcome by extnsion of wkg days & time. @USER @USER @USER @USER @USER "
2184,0,1,1,Godi media not mention Love Jihad 
2686,0,0,1,"Divan: There are layers of this challenge.

Refers to a previous #Constitution Bench tackling a similar issue. #Demonetisation #SupremeCourtofIndia "
1327,0,0,1,"“Opportunity is missed by most people because it is dressed in overalls and looks like work.” #PushpaTheRule , #AlluArjun𓃵 #MaritalRape #BoycottMarriage , #MarriageStrike #UFC279 #ReleaseRizwan "
7110,1,1,1,மூதேவி. அவர fake ndra.. நீ கெட்ட வார்த்தையா பேசுற. எச்சக்கல நாயே.. கேப்பமாரி  டா நீ... இதுல மூஞ்சிய வேற காட்டிகிட்டு ஆட்டுர. த்தூ.. நாயே.. கேட்ட  கேள்விக்கு பதில் சொல்லு டா. 
1744,0,0,1,@USER @USER Sirs can govt of India provide and make artificial insemination i e. IVF /IUI free for married couples to procreate? As Men in India are at risk of being sent to jail under #Maritalrape if wife gets pregnant through natural ways. #MenToo 
60,2,1,1,Ppl are rotting in jails without trials. Families getting destroyed. Animal like living in jails. No remadies against such plight so undertrials go mad or commit suicide. Sarkar sleeps. Coz.. insensitive 
3383,1,0,1,"We want hindu muslim sikh Jain parsi baudh Jew all judges in every panel.
Secularism yaha bhi "
2226,1,1,1,"PFI hired Kapil Sibal, paid him in crores of Rs and succeeded in reversing the decision of Kerala High court related to Hadiya’s marriage with Shafeen Jahan- a classic case of love Jihad
The Ugly Truth of OMA Salam "
5688,0,0,1,Sure.. Asanti Sana Afande for reopening borderlands also a good measure with corruption at COVID-19 tests at border points ! 
1023,1,0,1,Mr Modi calls Golwalkar his political guru. 
4930,1,0,1,Why are you name calling? Where have i said anything to hate Dalits? See that is why you drift off. Any Dalit hurt is a crime against Dalit? Any 2 people fight and one is a Dalit becomes an attack on a Dalit? 
2373,0,1,1,"Yeah and on Aurangzeb’s order he established hindu swarajya and took official title “GauBrahmanPratipalak “, did gharwapasi of Muslims in Hinduism, Mohammad Kuli khan-> Netaji Palkar. Replaced Farsi with Sanskrit. "
7629,0,0,1,"Give kl 1 more chance vs SA if hee didn't perform give him some rest and open with pant Or hooda 
Kohli and surya are good at 3,4 as they can finish and give stable middle order. 
Just try this and result will be definitely better than this. #good #for #TeamIndia @USER @USER "
4164,1,1,1,Oh Man! Phir wahi raag. What is your problem with Sadhvi Pragya? There is one solution to your problems.  Boycott Halal. Boycott Bollywood. Do Ghar Wapasi. 
6180,0,1,1,Sahi kaha is aadhar p ye siddh hua ki ambedkar r unki galti se paida hui auladen dalit nahi thi 
6824,0,0,1,nan 
2426,2,1,1,#NobelPrize2022 India will win nobel prize in economics for demonetisation 
1295,0,0,1,"Exactly the same work what Golwalkar, Hedgewar, Dindayal Upadhyaay did for Freedom Struggle. "
1024,1,1,1,"The vision of RSS is based on the book ""BUNCH OF THOUGHT"" by Golwalkar and the ideas of Savarkar who always opposed the freedom struggle of India #RSSBrokeIndia "
8146,0,0,1,"जय हिंद जय अखंड भारत। 
वन्दे मातरम #Indian_Army #Indian_Army_Special_Forces "
3614,0,1,1,Wale ku aasalam jumma Mubarak humko inki I'd dedo taki hum iss mohtarma se shadi karke unki ghar wapasi karwa sake 
5347,0,0,1,AsraPanahi an Iranian schoolgirl who was beaten and killed by the Iran regime's agents during a school protest over the forced hijab law on Wednesday. The Islamic regime obtained an on air forced confession from her uncle to distort the fact. #مهسا_امینی 
8062,0,0,1,"Wdym indian army's didn't shower today, I didn't too but I'm going to shower "
4015,2,1,1,"Kyu samay lagega?? 2014 me Vote lene ke time pe kam padhe-likho ko whatsapp/FB forward '3 saal me POK apna hoga, aur 5 saal me Akhand Bharat, Demonetisation se terror band' jaise massages se chu**ya banaya tha, aur ab 8th saal me logo ko marawa ke, china ko andar bula ke bakwas.. "
6158,1,0,1,"Kisi aur ko chalna ki sab barabar hote hai , Bachpan se dosti rahi hai sab pata hai kiske surname kya hote hai kya nahin, aur haan yeh jo ghatia khawab paal rakhe na tumne ki 30% dalit ko tod loge woh chor de woh sab dekh rahe tumne pakistan mai kya haal kiya hai unka .. "
2997,2,1,1,#Demonetisation #SupremeCourtofIndia #LaxmanRekha NIH: NOT #India HEIST! 
5409,1,0,1,"Hijab Day in general is very shitty, making it Mahsa’s birthday is somehow even shittier. "
2975,0,0,1,Tweet No 1 #15अक्टूबर_चलो_नागपुर #15अक्टूबर_चलो_नागपुर #15अक्टूबर_चलो_नागपुर @USER @USER @USER @USER @USER 
5362,1,0,1,"Beto O'Rourke was the compromise, A Wealth Tax is the floor, A tennis ball in a hijab is an insult. "
1598,1,1,1,"No. Revert back to the policies that Homi Bhabha implemented in the hiring of faculty and students at TIFR, ISRO, BARC and IISc. Then I'll be happy. "
2906,0,0,1,Chidambaram summarises: RBI recommendation was flawed because relevant factors were not considered and irrelevant factors not eschewed. Govt cannot set out false objectives which were anyway not achieved to justify such a notification. #Demonetisation #SupremeCourtofIndia 
5213,1,1,1,Sardar Patel ji ne jodne ka kaam kiya tha... Aapke waale ne todne ka kiya hai... 
1091,0,0,1,"Arey madam, mai kab bol raha hu ki meri baat maano aap. Mai to khud keh raha hu ki un leaders ki hi autographies padho jinko aap mante ho. Golwalkar aur savarkar ki khud ki autobiographies par to apko bharosa hoga. Ya unpar bhi bharosa nahi hai jinko aap mante ho? "
2750,0,0,1,Chidambaram: Some guidance can be taken from the judgment but Lordships may go further and examine the enormity of this demonetisation. #SupremeCourt #Demonetisation 
24,1,0,1,"BJP will release undertrials on bail and allow them to contest elections as done in terror case of Sadhvi Pragya, only political results matter, sans ethics? "
5131,1,0,1,not even Sardar Patel ? 
609,0,0,1,It's still raining and urban flood warning alert in Karachi ALLAH sab ko apni amaaan Mai rakhain 
7532,0,0,1,@USER @USER sir 
7111,2,1,1,Phir tu IPL k liye jail me standium bna do kis kis ko pakro gy sabi tu bikke hoye hain 
3135,1,1,1,"Very Factual comparison! 
Pakistan is 1z1amic country carved by Majority Muz1imz!
India is a secular country due to Majority Hindus!
World should see this difference!
Hence, NonHindus should become Hindus!! #GharWapasi is very important!
SwAgatam! "
2685,0,0,1,"Justice Nagarathna: Answering for posterity is one thing , but to say something for or against the action at this stage.. is it not fate accompli? 

Chidambaram: We will show to Your Lordships it is not academic! #SupremeCourt #Demonetisation "
1088,2,1,1,Chamchas like you can’t think beyond a family. Veer Savarkar and Golwalkar Ji were one of the real freedom fighters  and not the boot lickers of britishers like Nehru and Gandhi 
7479,0,0,1,"Highly appreciate the decision of @USER @USER for equal pay of all the players of Team India. 

India being one of the top performing team of women’s cricketers deserved it high time. #IndianCricketTeam #EqualPay #GenderEquality "
3397,0,0,1,पहली बात तो गीले बालों में कंघी करने का ही नही 
1306,0,0,1,"With already 2 Laws criminalising #MaritalRape , the requirement of a new law is simply a facade by lobbies to run their Bail business which got hampered by Arnesh Kumar Vs State of Bihar judgement. #BoycottMarriage #MarriageStrike "
2965,1,0,1,"Kitna RR karoge Yaar, main bhi adivasi hun but kabhi kisi ko dekha nh itna RR karte hue. "
7691,2,1,1,"#NehruCompromisedIndia & stood for anglicized Indians. He was cruelly self-oriented & hence was the first & longest serving PM of India in spite of not being elected as the PM.

No lying machine from Congress & Nehruvian ecosystem can change Nehru's image! Period. "
6735,0,0,1,जय हिन्द ॥ 
6757,0,0,1,"King Kohli is back in form and I'm backing him to end India's wait for the T20 World Cup - I #BelieveInBlue , let's go Virat! "
7037,0,0,1,Yaar legalise krke auction kra liya kro...IPL ke tarah team bna ke khelo. 
5690,0,0,1,"Round 2 tonight for me ....

what's everyone up to for Friday night "
1768,0,0,1,Don't touch it will be charged as rape because you are not human you are a man #MaritalRape 
7038,2,1,1,Rahul is a fraud. He’s just an a IPL star 
4345,2,1,1,Tu pakka Jihadi gang ka h... 
5185,2,0,1,It is unfortunate brought to country by voter by electing to the chair decorated by sardar patel a criminal character who directed Gujarat govt. to free 11 rapist ofBiliqis banu cutting their punishment. Sardar patel would be weeping in heaven on political plight of the country. 
3510,0,0,1,"""Islam is a system of life, and secularism wants an Islam without a system. Whoever wants to combine Islam and secularism is like one who wants to combine life and death.” 

-Sheikh ʿAbd Al-ʿAzīz al-Ṭarīfī فك الله أسره "
4167,1,1,1,Ab hum pehchan gaye hai unki asliyat. Ab toh Ghar Wapasi hi karwayenge. 
6255,2,1,1,"Dalit or adivasi ki mahila rape karke jalane  wale tumhi jaise log ho , apni bahu betiyon ka kya. "
5170,2,0,1,"Isn’t it highly childish and immature to: Claim your tainted leaders deserve Bharat Ratna Claim lineage from Lord Krishna to legitimise yourself Try to get legitimacy for your tainted leaders by comparing them with National icons - Bhagat Singh, Sardar Patel, Baba Saheb. "
5065,2,0,1,Next: an interviews with a KKK grand wizard about lynching... 
6067,2,1,1,Hide your extra cash you don't want the Marxist democrats to know what you have #DICTATORJOE 
3416,0,0,1,कुछ समझ नही आया 
6774,1,1,1,"Kahne wale to Godse ko bhi freedom fighter bol dete h...usse kya hota hai, Godse was murderer and Jinnah was traitor. Or Rishi ne tumhara kya bigad liya...tumhara ya desh ka...kuch nhi. So chill. "
6863,0,0,1,"Just hope Zim beats ban Ned if needed india and go to semi’s
As cricket fan I need this to happen.
Likewise Ireland or afg.
Cricket need these team to make it it semis.
Zim ire Scottish neth players needed to be more in IPL so that game spreads more in global @USER @USER #INDvsNED "
1712,2,1,1,"Akal ki andhi.... heard about words like ""misuse""?? Kitne innocent persons ki life barbad hogi.... ?? 

Not a single case of marital rape will be proven in court in next 100 years. Likh ke rakh le stamp paper mai... "
6810,1,0,1,Try Godse 
8194,0,0,1,A very big salute to Indian army #ArmedForcesFlagDay Saint Ram Rahim Ji 
1335,1,0,1,People should fight for a law against rapes of men...but people rather prefer to fight against laws to punish those guilty of #maritalrape 
3914,2,1,1,Basant: I'm only trying to point out circumstances and why I shouldn't be retained in custody anymore. #GNSaibaba #Maoist #UAPA 
6104,0,0,1,when I'm being mean I try not to use their names or known nicknames also I found it fun just now to say jaypaygue 
7391,1,1,1,"Desh ki media kisi bykti bishes ki mhima mndl ka gud gan  krne ko samachar Desh ko btka  rha  hai our Rahul Gandhi Gandhi ka bhart jodo yatra in ghtiya media kae liye koi samachar nhi hai  ajj tkk news channels  kewal aik bykti bykti ko samachar bna rha hai bhart jodo koi 
Nhi "
2369,0,0,1,Anambra people are used to open defecation... This means nothing to them abeg. 
6845,0,0,1,"That i don't know...
Moen born in England.
Mostly franchisee not prefer players from Pakistan origin.
Angne kandittundu.
Ipl thudangiya timeil Pakistani players ne eduthirunnu.. "
1692,0,0,1,"लखनऊ में पुरुष अधिकारो के लिए एक सभा आंदोलन रखा जाय।
जो पुरुष अधिकारो के लिए चिंतन करते है कृपया जितना भी बन सके आर्थिक योगदान करे ताकि ये आंदोलन सफल हो। @USER @USER @USER @USER @USER #UttarPradesh #Lucknow #maritalrape #boycottmarriage "
1597,1,1,1,"Ngl, ISRO's new website is a big L. "
6677,0,0,1,"शुभ रात्रि
   ओम् गणेशाय नमः "
2878,0,0,1,"Chidambaram: Does the power to demonetise all series of a denomination flow from S 26(2)? That is a drastic power. If this Court says yes, then I am saying it is unconstitutional and violative of FRs. Either read it down or strike it down. #Demonetisation #SupremeCourtofIndia "
3936,0,0,1,UAPA ka kya??? 
408,1,0,1,"Almost farmer's or say 99.5%farmers are in supporter of this farmer's Bill

Only very little group of Farmer's of Punjab Haryana and Western part of UP are protesting against this Bill
Remaining are supporting this Bill "
3474,0,0,1,सुप्रभात जोहार साथियो #GGTU_से_वैदिक_कोर्स_हटाओ #मेव_जनजाति_आरक्षण_दो 
2262,1,1,1,"Create dogmatic, dull, barbaric faith devoid of fun. Try to use force/sword to make everyone embrace that ugly faith. But also feel jealous of the beauty, fun & festivities of our faith? How does this work? At least do ghar wapasi if you want to partake the beauty. "
6490,2,1,1,"Rajiv Gandhi, Indira gandhi have already been muslim pm's. Plus Sonia Gandhi also christian pm. Enough secular. "
101,1,0,1,#HumanRights priorities are decided by the political agenda not the suffering of millions of undertrials 
3862,2,1,1,"Ab twitter Hindutva troller Combine walon Kisi ke ghar ki bahu ko troll karkey dekho,
Govt. Combine par he UAPA laga dengey. "
1107,2,1,1,"The more you try to learn our Independence history the more you will hate Savarkar , SP mukherjee , Golwalkar and other "" गिरोह"". "
